Date,Material,Planned Production,Machine
2020-10-05,ABC132,240.0,Machine 1
2020-10-06,ABC132,360.0,Machine 1
2020-10-07,ABC132,360.0,Machine 1
2020-10-08,ABC132,360.0,Machine 1
2020-10-09,ABC132,300.0,Machine 1
2020-10-12,ABC132,240.0,Machine 1
2020-10-13,ABC132,360.0,Machine 1
2020-10-19,ABC127,360.0,Machine 1
2020-10-20,ABC127,540.0,Machine 1
2020-10-21,ABC127,540.0,Machine 1
2020-10-22,ABC127,540.0,Machine 1
2020-10-26,ABC127,60.0,Machine 1
2020-10-27,ABC127,60.0,Machine 1
2020-10-28,ABC127,540.0,Machine 1
2020-10-29,ABC127,540.0,Machine 1
2020-10-30,ABC127,480.0,Machine 1
2020-11-02,ABC127,360.0,Machine 1
2020-11-03,ABC127,540.0,Machine 1
2020-11-09,ABC132,240.0,Machine 1
2020-11-10,ABC132,360.0,Machine 1
2020-11-11,ABC132,360.0,Machine 1
2020-11-13,ABC132,300.0,Machine 1
2020-11-16,ABC132,240.0,Machine 1
2020-11-17,ABC132,360.0,Machine 1
2020-11-18,ABC132,360.0,Machine 1
2020-11-19,ABC127,480.0,Machine 1
2020-11-20,ABC127,480.0,Machine 1
2020-11-24,ABC127,540.0,Machine 1
2020-11-25,ABC127,540.0,Machine 1
2020-11-26,ABC127,540.0,Machine 1
2020-11-27,ABC127,480.0,Machine 1
2020-11-30,ABC127,360.0,Machine 1
2020-12-01,ABC127,540.0,Machine 1
2020-12-02,ABC127,540.0,Machine 1
2020-12-03,ABC127,540.0,Machine 1
2020-12-04,ABC127,480.0,Machine 1
2020-12-07,ABC127,360.0,Machine 1
2020-12-08,ABC127,540.0,Machine 1
2020-12-09,ABC127,540.0,Machine 1
2020-12-10,ABC127,540.0,Machine 1
2020-12-11,ABC127,480.0,Machine 1
2020-12-14,ABC126,240.0,Machine 1
2020-12-15,ABC126,360.0,Machine 1
2020-12-16,ABC126,100.0,Machine 1
2020-12-17,HOLIDAY,,Machine 1
2020-12-18,HOLIDAY,,Machine 1
2020-12-21,HOLIDAY,,Machine 1
2020-12-22,HOLIDAY,,Machine 1
2020-12-23,HOLIDAY,,Machine 1
2020-12-24,HOLIDAY,,Machine 1
2020-12-25,HOLIDAY,,Machine 1
2020-12-28,HOLIDAY,,Machine 1
2020-12-29,HOLIDAY,,Machine 1
2020-12-30,HOLIDAY,,Machine 1
2020-12-31,HOLIDAY,,Machine 1
2021-01-01,HOLIDAY,,Machine 1
2021-01-08,ABC132,300.0,Machine 1
2018-01-03,ABC127,490.0,Machine 2
2018-01-04,ABC127,560.0,Machine 2
2018-01-05,ABC127,560.0,Machine 2
2018-01-08,ABC127,490.0,Machine 2
2018-01-09,ABC127,490.0,Machine 2
2018-01-12,ABC123,,Machine 2
2018-01-15,ABC123,360.0,Machine 2
2018-01-16,ABC123,540.0,Machine 2
2018-01-17,ABC123,540.0,Machine 2
2018-01-18,ABC123,540.0,Machine 2
2018-01-19,ABC123,480.0,Machine 2
2018-01-23,ABC123,540.0,Machine 2
2018-01-24,ABC123,540.0,Machine 2
2018-01-25,ABC123,540.0,Machine 2
2018-01-26,ABC123,480.0,Machine 2
2018-01-30,ABC123,540.0,Machine 2
2018-01-31,ABC123,540.0,Machine 2
2018-02-01,ABC123,540.0,Machine 2
2018-02-02,ABC123,480.0,Machine 2
2018-02-06,ABC123,540.0,Machine 2
2018-02-07,ABC123,540.0,Machine 2
2018-02-08,ABC123,540.0,Machine 2
2018-02-09,ABC123,480.0,Machine 2
2018-02-12,HOLIDAY,,Machine 2
2018-02-13,ABC123,360.0,Machine 2
2018-02-14,ABC123,540.0,Machine 2
2018-02-15,ABC123,540.0,Machine 2
2018-02-16,ABC123,480.0,Machine 2
2018-02-19,ABC127,360.0,Machine 2
2018-02-20,ABC127,540.0,Machine 2
2018-02-21,ABC127,540.0,Machine 2
2018-02-22,ABC127,540.0,Machine 2
2018-02-23,ABC127,480.0,Machine 2
2018-02-26,ABC127,360.0,Machine 2
2018-02-27,ABC127,540.0,Machine 2
2018-02-28,ABC123,,Machine 2
2018-03-01,ABC123,540.0,Machine 2
2018-03-02,ABC123,540.0,Machine 2
2018-03-05,ABC123,360.0,Machine 2
2018-03-06,ABC123,540.0,Machine 2
2018-03-07,ABC123,540.0,Machine 2
2018-03-08,ABC123,540.0,Machine 2
2018-03-09,ABC123,480.0,Machine 2
2018-03-12,ABC123,360.0,Machine 2
2018-03-13,ABC123,540.0,Machine 2
2018-03-14,ABC123,540.0,Machine 2
2018-03-15,ABC123,540.0,Machine 2
2018-03-16,ABC123,480.0,Machine 2
2018-03-19,ABC123,360.0,Machine 2
2018-03-20,ABC123,540.0,Machine 2
2018-03-21,ABC123,540.0,Machine 2
2018-03-22,ABC123,540.0,Machine 2
2018-03-23,ABC123,480.0,Machine 2
2018-03-26,ABC123,360.0,Machine 2
2018-03-27,ABC123,540.0,Machine 2
2018-03-28,ABC123,540.0,Machine 2
2018-03-29,ABC123,480.0,Machine 2
2018-03-30,HOLIDAY,,Machine 2
2018-04-02,HOLIDAY,,Machine 2
2018-04-03,ABC127,360.0,Machine 2
2018-04-04,ABC127,540.0,Machine 2
2018-04-05,ABC127,540.0,Machine 2
2018-04-06,ABC127,480.0,Machine 2
2018-04-09,,,Machine 2
2018-04-10,,,Machine 2
2018-04-11,ABC123,540.0,Machine 2
2018-04-12,ABC123,540.0,Machine 2
2018-04-13,ABC123,480.0,Machine 2
2018-04-16,ABC123,360.0,Machine 2
2018-04-17,ABC123,540.0,Machine 2
2018-04-18,ABC123,540.0,Machine 2
2018-04-19,ABC123,540.0,Machine 2
2018-04-20,ABC123,480.0,Machine 2
2018-04-23,ABC123,360.0,Machine 2
2018-04-24,ABC123,540.0,Machine 2
2018-04-25,ABC123,540.0,Machine 2
2018-04-26,ABC123,540.0,Machine 2
2018-04-27,ABC123,480.0,Machine 2
2018-05-02,ABC123,360.0,Machine 2
2018-05-03,ABC123,540.0,Machine 2
2018-05-04,ABC123,360.0,Machine 2
2018-05-07,ABC123,,Machine 2
2018-05-08,ABC123,360.0,Machine 2
2018-05-09,ABC123,360.0,Machine 2
2018-05-10,ABC127,1980.0,Machine 2
2018-05-14,ABC127,360.0,Machine 2
2018-05-15,ABC127,540.0,Machine 2
2018-05-16,ABC127,540.0,Machine 2
2018-05-17,ABC127,540.0,Machine 2
2018-05-18,ABC127,480.0,Machine 2
2018-05-22,,,Machine 2
2018-05-23,,,Machine 2
2018-05-24,,,Machine 2
2018-05-25,,,Machine 2
2018-05-28,ABC123,360.0,Machine 2
2018-05-29,ABC123,540.0,Machine 2
2018-05-30,ABC123,480.0,Machine 2
2018-06-04,ABC123,360.0,Machine 2
2018-06-05,ABC123,328.0,Machine 2
2018-06-06,ABC123,328.0,Machine 2
2018-06-07,ABC123,328.0,Machine 2
2018-06-08,ABC123,328.0,Machine 2
2018-06-11,ABC123,360.0,Machine 2
2018-06-12,ABC127,360.0,Machine 2
2018-06-13,ABC127,540.0,Machine 2
2018-06-14,ABC127,540.0,Machine 2
2018-06-15,ABC127,480.0,Machine 2
2018-06-18,ABC127,360.0,Machine 2
2018-06-19,ABC127,540.0,Machine 2
2018-06-20,ABC127,540.0,Machine 2
2018-06-21,ABC127,540.0,Machine 2
2018-06-22,ABC123,,Machine 2
2018-06-25,ABC123,360.0,Machine 2
2018-06-26,ABC123,540.0,Machine 2
2018-06-27,ABC123,540.0,Machine 2
2018-06-28,ABC123,540.0,Machine 2
2018-06-29,ABC123,480.0,Machine 2
2018-07-02,ABC123,360.0,Machine 2
2018-07-03,ABC123,540.0,Machine 2
2018-07-04,ABC123,540.0,Machine 2
2018-07-05,ABC123,540.0,Machine 2
2018-07-09,ABC123,360.0,Machine 2
2018-07-10,ABC123,540.0,Machine 2
2018-07-11,ABC123,540.0,Machine 2
2018-07-12,ABC123,540.0,Machine 2
2018-07-13,ABC123,480.0,Machine 2
2018-07-16,ABC127,360.0,Machine 2
2018-07-17,ABC127,540.0,Machine 2
2018-07-18,ABC127,,Machine 2
2018-07-19,ABC127,540.0,Machine 2
2018-07-20,ABC127,480.0,Machine 2
2018-07-24,ABC127,164.0,Machine 2
2018-07-26,ABC127,164.0,Machine 2
2018-07-31,ABC127,164.0,Machine 2
2018-08-02,ABC127,164.0,Machine 2
2018-08-07,ABC127,164.0,Machine 2
2018-08-09,ABC127,164.0,Machine 2
2018-08-13,ABC123,360.0,Machine 2
2018-08-14,ABC123,540.0,Machine 2
2018-08-15,ABC123,540.0,Machine 2
2018-08-16,ABC123,540.0,Machine 2
2018-08-17,ABC123,480.0,Machine 2
2018-08-20,ABC123,360.0,Machine 2
2018-08-21,ABC123,540.0,Machine 2
2018-08-22,ABC123,540.0,Machine 2
2018-08-23,ABC123,540.0,Machine 2
2018-08-24,ABC123,480.0,Machine 2
2018-08-27,ABC123,360.0,Machine 2
2018-08-28,ABC123,540.0,Machine 2
2018-08-29,ABC123,540.0,Machine 2
2018-08-30,ABC123,540.0,Machine 2
2018-08-31,ABC123,480.0,Machine 2
2018-09-03,ABC123,360.0,Machine 2
2018-09-04,ABC123,540.0,Machine 2
2018-09-05,ABC127,,Machine 2
2018-09-06,ABC127,540.0,Machine 2
2018-09-07,ABC127,480.0,Machine 2
2018-09-10,ABC127,360.0,Machine 2
2018-09-11,ABC127,540.0,Machine 2
2018-09-12,ABC127,540.0,Machine 2
2018-09-13,ABC127,540.0,Machine 2
2018-09-14,ABC127,480.0,Machine 2
2018-09-17,ABC123,360.0,Machine 2
2018-09-18,ABC123,540.0,Machine 2
2018-09-19,ABC123,540.0,Machine 2
2018-09-20,ABC123,540.0,Machine 2
2018-09-21,ABC123,480.0,Machine 2
2018-09-24,ABC123,360.0,Machine 2
2018-09-25,ABC123,540.0,Machine 2
2018-09-26,ABC123,540.0,Machine 2
2018-09-27,ABC123,540.0,Machine 2
2018-09-28,ABC123,480.0,Machine 2
2018-10-01,ABC123,360.0,Machine 2
2018-10-02,ABC123,540.0,Machine 2
2018-10-03,HOLIDAY,,Machine 2
2018-10-04,,,Machine 2
2018-10-08,ABC127,,Machine 2
2018-10-09,ABC127,360.0,Machine 2
2018-10-10,ABC127,540.0,Machine 2
2018-10-11,ABC127,540.0,Machine 2
2018-10-12,ABC127,480.0,Machine 2
2018-10-15,,,Machine 2
2018-10-16,,,Machine 2
2018-10-17,,,Machine 2
2018-10-18,,,Machine 2
2018-10-19,ABC123,,Machine 2
2018-10-22,ABC123,360.0,Machine 2
2018-10-23,ABC123,540.0,Machine 2
2018-10-24,ABC123,540.0,Machine 2
2018-10-25,ABC123,540.0,Machine 2
2018-10-26,ABC123,480.0,Machine 2
2018-10-29,ABC123,360.0,Machine 2
2018-10-30,ABC123,540.0,Machine 2
2018-10-31,ABC123,480.0,Machine 2
2018-11-01,HOLIDAY,,Machine 2
2018-11-02,HOLIDAY,,Machine 2
2018-11-05,ABC123,360.0,Machine 2
2018-11-06,ABC123,540.0,Machine 2
2018-11-07,ABC123,540.0,Machine 2
2018-11-08,ABC123,540.0,Machine 2
2018-11-09,ABC123,480.0,Machine 2
2018-11-12,ABC127,360.0,Machine 2
2018-11-13,ABC127,540.0,Machine 2
2018-11-14,ABC127,540.0,Machine 2
2018-11-15,ABC127,540.0,Machine 2
2018-11-16,ABC127,480.0,Machine 2
2018-11-19,ABC127,360.0,Machine 2
2018-11-20,ABC127,540.0,Machine 2
2018-11-21,ABC127,540.0,Machine 2
2018-11-22,ABC123,540.0,Machine 2
2018-11-23,ABC123,480.0,Machine 2
2018-11-26,ABC123,360.0,Machine 2
2018-11-27,ABC123,540.0,Machine 2
2018-11-28,ABC123,540.0,Machine 2
2018-11-29,ABC123,540.0,Machine 2
2018-11-30,ABC123,480.0,Machine 2
2018-12-03,ABC123,360.0,Machine 2
2018-12-04,ABC123,540.0,Machine 2
2018-12-05,ABC123,540.0,Machine 2
2018-12-06,ABC123,540.0,Machine 2
2018-12-07,ABC123,480.0,Machine 2
2018-12-10,ABC123,360.0,Machine 2
2018-12-11,ABC123,540.0,Machine 2
2018-12-12,ABC123,540.0,Machine 2
2018-12-13,ABC123,540.0,Machine 2
2018-12-14,ABC123,480.0,Machine 2
2018-12-17,HOLIDAY,,Machine 2
2018-12-18,HOLIDAY,,Machine 2
2018-12-24,HOLIDAY,,Machine 2
2018-12-25,HOLIDAY,,Machine 2
2018-12-26,HOLIDAY,,Machine 2
2018-12-27,HOLIDAY,,Machine 2
2018-12-28,HOLIDAY,,Machine 2
2018-12-31,HOLIDAY,,Machine 2
2019-01-01,HOLIDAY,,Machine 2
2019-01-02,ABC123,360.0,Machine 2
2019-01-03,ABC123,540.0,Machine 2
2019-01-04,ABC123,480.0,Machine 2
2019-01-07,ABC123,360.0,Machine 2
2019-01-08,ABC123,540.0,Machine 2
2019-01-09,ABC123,540.0,Machine 2
2019-01-10,ABC123,540.0,Machine 2
2019-01-11,ABC123,480.0,Machine 2
2019-01-14,ABC123,360.0,Machine 2
2019-01-15,ABC123,540.0,Machine 2
2019-01-16,ABC123,540.0,Machine 2
2019-01-17,ABC123,540.0,Machine 2
2019-01-18,ABC123,480.0,Machine 2
2019-01-21,ABC123,360.0,Machine 2
2019-01-22,ABC123,540.0,Machine 2
2019-01-23,ABC123,540.0,Machine 2
2019-01-24,ABC123,540.0,Machine 2
2019-01-25,ABC123,480.0,Machine 2
2019-01-28,ABC123,360.0,Machine 2
2019-01-29,ABC123,540.0,Machine 2
2019-01-30,ABC123,540.0,Machine 2
2019-01-31,ABC123,540.0,Machine 2
2019-02-01,ABC123,480.0,Machine 2
2019-02-04,,,Machine 2
2019-02-05,ABC137,,Machine 2
2019-02-11,ABC123,360.0,Machine 2
2019-02-12,ABC123,540.0,Machine 2
2019-02-13,ABC123,540.0,Machine 2
2019-02-14,ABC123,540.0,Machine 2
2019-02-15,ABC123,480.0,Machine 2
2019-02-18,ABC123,360.0,Machine 2
2019-02-19,ABC123,540.0,Machine 2
2019-02-20,ABC123,540.0,Machine 2
2019-02-21,ABC123,540.0,Machine 2
2019-02-22,ABC123,480.0,Machine 2
2019-02-25,ABC123,360.0,Machine 2
2019-02-26,ABC123,540.0,Machine 2
2019-02-27,ABC123,540.0,Machine 2
2019-02-28,ABC123,540.0,Machine 2
2019-03-01,ABC123,480.0,Machine 2
2019-03-04,ABC123,360.0,Machine 2
2019-03-05,ABC123,540.0,Machine 2
2019-03-06,ABC123,540.0,Machine 2
2019-03-07,ABC123,540.0,Machine 2
2019-03-08,ABC123,480.0,Machine 2
2019-03-11,ABC123,360.0,Machine 2
2019-03-12,ABC123,540.0,Machine 2
2019-03-13,ABC123,540.0,Machine 2
2019-03-14,ABC123,540.0,Machine 2
2019-03-15,ABC123,480.0,Machine 2
2019-03-18,ABC123,360.0,Machine 2
2019-03-19,ABC123,540.0,Machine 2
2019-03-20,ABC123,540.0,Machine 2
2019-03-21,ABC123,540.0,Machine 2
2019-03-22,ABC123,480.0,Machine 2
2019-03-25,ABC123,360.0,Machine 2
2019-03-26,ABC123,540.0,Machine 2
2019-03-27,ABC123,540.0,Machine 2
2019-03-28,ABC123,540.0,Machine 2
2019-03-29,ABC123,480.0,Machine 2
2019-04-01,ABC123,360.0,Machine 2
2019-04-02,ABC123,540.0,Machine 2
2019-04-03,ABC123,540.0,Machine 2
2019-04-04,ABC123,540.0,Machine 2
2019-04-05,ABC123,480.0,Machine 2
2019-04-08,ABC123,360.0,Machine 2
2019-04-09,ABC123,540.0,Machine 2
2019-04-10,ABC123,540.0,Machine 2
2019-04-11,,,Machine 2
2019-04-12,,,Machine 2
2019-04-15,ABC123,,Machine 2
2019-04-16,ABC123,,Machine 2
2019-04-17,ABC123,,Machine 2
2019-04-18,ABC123,,Machine 2
2019-04-23,ABC123,360.0,Machine 2
2019-04-24,ABC123,540.0,Machine 2
2019-04-25,ABC123,540.0,Machine 2
2019-04-26,ABC123,,Machine 2
2019-04-29,ABC123,,Machine 2
2019-04-30,ABC123,,Machine 2
2019-05-01,HOLIDAY,,Machine 2
2019-05-02,ABC123,,Machine 2
2019-05-03,ABC123,,Machine 2
2019-05-06,ABC123,360.0,Machine 2
2019-05-07,ABC123,540.0,Machine 2
2019-05-08,ABC123,540.0,Machine 2
2019-05-09,ABC123,540.0,Machine 2
2019-05-10,ABC123,480.0,Machine 2
2019-05-13,ABC123,360.0,Machine 2
2019-05-14,ABC123,540.0,Machine 2
2019-05-15,ABC123,540.0,Machine 2
2019-05-16,ABC123,540.0,Machine 2
2019-05-17,ABC123,480.0,Machine 2
2019-05-20,ABC123,360.0,Machine 2
2019-05-21,ABC123,540.0,Machine 2
2019-05-22,ABC123,540.0,Machine 2
2019-05-23,ABC123,540.0,Machine 2
2019-05-24,ABC123,480.0,Machine 2
2019-05-27,ABC123,360.0,Machine 2
2019-05-28,ABC123,540.0,Machine 2
2019-05-29,ABC123,540.0,Machine 2
2019-05-30,HOLIDAY,,Machine 2
2019-05-31,HOLIDAY,,Machine 2
2019-06-03,ABC123,360.0,Machine 2
2019-06-04,ABC123,540.0,Machine 2
2019-06-05,ABC123,540.0,Machine 2
2019-06-06,ABC123,540.0,Machine 2
2019-06-07,ABC123,480.0,Machine 2
2019-06-10,HOLIDAY,,Machine 2
2019-06-11,ABC123,360.0,Machine 2
2019-06-12,ABC123,540.0,Machine 2
2019-06-13,ABC123,540.0,Machine 2
2019-06-14,ABC123,540.0,Machine 2
2019-06-17,ABC123,360.0,Machine 2
2019-06-18,ABC123,540.0,Machine 2
2019-06-19,ABC123,540.0,Machine 2
2019-06-20,HOLIDAY,,Machine 2
2019-06-21,HOLIDAY,,Machine 2
2019-06-24,ABC123,360.0,Machine 2
2019-06-25,ABC123,540.0,Machine 2
2019-06-26,ABC123,540.0,Machine 2
2019-06-27,ABC123,540.0,Machine 2
2019-06-28,ABC123,480.0,Machine 2
2019-07-01,ABC123,360.0,Machine 2
2019-07-02,ABC123,540.0,Machine 2
2019-07-03,ABC123,540.0,Machine 2
2019-07-04,ABC123,540.0,Machine 2
2019-07-05,ABC123,480.0,Machine 2
2019-07-08,ABC123,360.0,Machine 2
2019-07-09,ABC123,540.0,Machine 2
2019-07-10,ABC123,540.0,Machine 2
2019-07-11,ABC123,540.0,Machine 2
2019-07-12,ABC123,480.0,Machine 2
2019-07-15,ABC123,360.0,Machine 2
2019-07-16,ABC123,540.0,Machine 2
2019-07-17,ABC123,540.0,Machine 2
2019-07-18,ABC123,540.0,Machine 2
2019-07-19,ABC123,480.0,Machine 2
2019-07-22,ABC123,360.0,Machine 2
2019-07-23,ABC123,540.0,Machine 2
2019-07-24,ABC123,540.0,Machine 2
2019-07-25,ABC123,540.0,Machine 2
2019-07-26,ABC123,480.0,Machine 2
2019-07-29,ABC123,360.0,Machine 2
2019-07-30,ABC123,540.0,Machine 2
2019-07-31,ABC123,540.0,Machine 2
2019-08-01,ABC123,540.0,Machine 2
2019-08-02,ABC123,480.0,Machine 2
2019-08-05,ABC123,360.0,Machine 2
2019-08-06,ABC123,540.0,Machine 2
2019-08-07,ABC123,540.0,Machine 2
2019-08-08,ABC123,540.0,Machine 2
2019-08-09,ABC123,480.0,Machine 2
2019-08-12,ABC123,360.0,Machine 2
2019-08-13,ABC123,540.0,Machine 2
2019-08-14,ABC123,540.0,Machine 2
2019-08-15,ABC123,540.0,Machine 2
2019-08-16,ABC123,480.0,Machine 2
2019-08-19,ABC123,360.0,Machine 2
2019-08-20,ABC123,540.0,Machine 2
2019-08-21,ABC123,540.0,Machine 2
2019-08-22,ABC123,,Machine 2
2019-08-23,ABC123,480.0,Machine 2
2019-08-26,ABC123,360.0,Machine 2
2019-08-27,ABC123,540.0,Machine 2
2019-08-28,ABC123,540.0,Machine 2
2019-08-29,ABC123,540.0,Machine 2
2019-08-30,ABC123,480.0,Machine 2
2019-09-02,ABC123,360.0,Machine 2
2019-09-03,ABC123,540.0,Machine 2
2019-09-04,ABC123,540.0,Machine 2
2019-09-05,ABC123,540.0,Machine 2
2019-09-06,ABC123,480.0,Machine 2
2019-09-09,ABC123,360.0,Machine 2
2019-09-10,ABC123,540.0,Machine 2
2019-09-11,ABC123,540.0,Machine 2
2019-09-12,ABC123,540.0,Machine 2
2019-09-13,ABC123,480.0,Machine 2
2019-09-16,ABC123,360.0,Machine 2
2019-09-17,ABC123,540.0,Machine 2
2019-09-18,ABC123,540.0,Machine 2
2019-09-19,ABC123,540.0,Machine 2
2019-09-20,ABC123,480.0,Machine 2
2019-09-23,ABC123,360.0,Machine 2
2019-09-24,ABC123,540.0,Machine 2
2019-09-25,ABC123,540.0,Machine 2
2019-09-26,ABC123,540.0,Machine 2
2019-09-27,ABC123,480.0,Machine 2
2019-09-30,ABC123,360.0,Machine 2
2019-10-01,ABC123,540.0,Machine 2
2019-10-02,ABC123,540.0,Machine 2
2019-10-03,HOLIDAY,,Machine 2
2019-10-04,HOLIDAY,,Machine 2
2019-10-07,ABC123,360.0,Machine 2
2019-10-08,ABC123,540.0,Machine 2
2019-10-09,ABC123,540.0,Machine 2
2019-10-10,ABC123,540.0,Machine 2
2019-10-11,ABC123,480.0,Machine 2
2019-10-12,ABC123,,Machine 2
2019-10-14,ABC123,360.0,Machine 2
2019-10-15,ABC123,540.0,Machine 2
2019-10-16,ABC123,540.0,Machine 2
2019-10-17,ABC123,540.0,Machine 2
2019-10-18,ABC123,480.0,Machine 2
2019-10-19,ABC123,,Machine 2
2019-10-21,ABC123,360.0,Machine 2
2019-10-22,ABC123,540.0,Machine 2
2019-10-23,ABC123,540.0,Machine 2
2019-10-24,ABC123,540.0,Machine 2
2019-10-25,ABC123,480.0,Machine 2
2019-10-26,ABC123,,Machine 2
2019-10-28,ABC123,360.0,Machine 2
2019-10-29,ABC123,540.0,Machine 2
2019-10-30,ABC123,540.0,Machine 2
2019-10-31,ABC123,540.0,Machine 2
2019-11-01,HOLIDAY,,Machine 2
2019-11-02,ABC123,,Machine 2
2019-11-04,ABC123,360.0,Machine 2
2019-11-05,ABC123,540.0,Machine 2
2019-11-06,ABC123,540.0,Machine 2
2019-11-07,ABC123,540.0,Machine 2
2019-11-08,ABC123,480.0,Machine 2
2019-11-09,ABC123,,Machine 2
2019-11-11,ABC123,120.0,Machine 2
2019-11-12,ABC123,120.0,Machine 2
2019-11-13,ABC123,120.0,Machine 2
2019-11-14,ABC123,120.0,Machine 2
2019-11-15,ABC123,120.0,Machine 2
2019-11-16,ABC123,,Machine 2
2019-11-18,ABC123,120.0,Machine 2
2019-11-19,ABC123,120.0,Machine 2
2019-11-20,ABC123,120.0,Machine 2
2019-11-21,ABC123,120.0,Machine 2
2019-11-22,ABC123,120.0,Machine 2
2019-11-23,ABC123,,Machine 2
2019-11-25,ABC123,360.0,Machine 2
2019-11-26,ABC123,540.0,Machine 2
2019-11-27,ABC123,540.0,Machine 2
2019-11-28,ABC123,540.0,Machine 2
2019-11-29,ABC123,480.0,Machine 2
2019-12-02,ABC123,360.0,Machine 2
2019-12-03,ABC123,540.0,Machine 2
2019-12-04,ABC123,540.0,Machine 2
2019-12-05,ABC123,540.0,Machine 2
2019-12-06,ABC123,480.0,Machine 2
2019-12-09,ABC123,360.0,Machine 2
2019-12-10,ABC123,540.0,Machine 2
2019-12-11,ABC123,540.0,Machine 2
2019-12-12,ABC123,540.0,Machine 2
2019-12-13,ABC123,480.0,Machine 2
2019-12-16,ABC123,360.0,Machine 2
2019-12-17,ABC123,480.0,Machine 2
2019-12-18,HOLIDAY,,Machine 2
2019-12-19,HOLIDAY,,Machine 2
2019-12-20,HOLIDAY,,Machine 2
2019-12-23,HOLIDAY,,Machine 2
2019-12-24,HOLIDAY,,Machine 2
2019-12-25,HOLIDAY,,Machine 2
2019-12-26,HOLIDAY,,Machine 2
2019-12-27,HOLIDAY,,Machine 2
2019-12-30,HOLIDAY,,Machine 2
2019-12-31,HOLIDAY,,Machine 2
2020-01-01,HOLIDAY,,Machine 2
2020-01-02,ABC123,360.0,Machine 2
2020-01-03,ABC123,480.0,Machine 2
2020-01-06,ABC123,360.0,Machine 2
2020-01-07,ABC123,540.0,Machine 2
2020-01-08,ABC123,540.0,Machine 2
2020-01-09,ABC123,540.0,Machine 2
2020-01-10,ABC123,480.0,Machine 2
2020-01-13,ABC123,360.0,Machine 2
2020-01-14,ABC123,540.0,Machine 2
2020-01-15,ABC123,540.0,Machine 2
2020-01-16,ABC123,540.0,Machine 2
2020-01-17,ABC123,480.0,Machine 2
2020-01-20,ABC123,360.0,Machine 2
2020-01-21,ABC123,540.0,Machine 2
2020-01-22,ABC123,540.0,Machine 2
2020-01-23,ABC123,540.0,Machine 2
2020-01-24,ABC123,480.0,Machine 2
2020-01-27,ABC123,360.0,Machine 2
2020-01-28,ABC123,540.0,Machine 2
2020-01-29,ABC123,540.0,Machine 2
2020-01-30,ABC123,540.0,Machine 2
2020-01-31,ABC123,480.0,Machine 2
2020-02-03,ABC123,290.0,Machine 2
2020-02-04,ABC123,430.0,Machine 2
2020-02-05,ABC123,430.0,Machine 2
2020-02-06,ABC123,430.0,Machine 2
2020-02-07,ABC123,380.0,Machine 2
2020-02-10,ABC123,360.0,Machine 2
2020-02-11,ABC123,540.0,Machine 2
2020-02-12,ABC123,325.0,Machine 2
2020-02-13,ABC123,540.0,Machine 2
2020-02-14,ABC123,480.0,Machine 2
2020-02-17,ABC123,360.0,Machine 2
2020-02-18,ABC123,250.0,Machine 2
2020-02-19,ABC123,540.0,Machine 2
2020-02-20,ABC123,540.0,Machine 2
2020-02-21,ABC123,480.0,Machine 2
2020-02-24,HOLIDAY,,Machine 2
2020-02-27,ABC123,540.0,Machine 2
2020-02-28,ABC123,480.0,Machine 2
2020-03-02,ABC123,360.0,Machine 2
2020-03-03,ABC123,540.0,Machine 2
2020-03-04,ABC123,540.0,Machine 2
2020-03-05,ABC123,540.0,Machine 2
2020-03-06,ABC123,480.0,Machine 2
2020-03-09,ABC123,360.0,Machine 2
2020-03-10,ABC123,540.0,Machine 2
2020-03-11,ABC123,540.0,Machine 2
2020-03-12,ABC123,540.0,Machine 2
2020-03-13,ABC123,480.0,Machine 2
2020-03-16,ABC123,360.0,Machine 2
2020-03-17,ABC123,540.0,Machine 2
2020-03-18,ABC123,540.0,Machine 2
2020-03-19,ABC123,540.0,Machine 2
2020-03-20,ABC123,480.0,Machine 2
2020-03-23,ABC123,360.0,Machine 2
2020-03-24,ABC123,540.0,Machine 2
2020-03-25,ABC123,540.0,Machine 2
2020-03-26,ABC123,540.0,Machine 2
2020-03-27,ABC123,480.0,Machine 2
2020-03-30,ABC123,360.0,Machine 2
2020-03-31,ABC123,540.0,Machine 2
2020-04-01,ABC123,540.0,Machine 2
2020-04-02,ABC123,540.0,Machine 2
2020-04-03,ABC123,480.0,Machine 2
2020-04-06,ABC123,360.0,Machine 2
2020-04-07,ABC123,540.0,Machine 2
2020-04-08,ABC123,540.0,Machine 2
2020-04-09,ABC123,540.0,Machine 2
2020-04-14,ABC123,360.0,Machine 2
2020-04-15,ABC123,540.0,Machine 2
2020-04-16,ABC123,540.0,Machine 2
2020-04-17,ABC123,480.0,Machine 2
2020-04-20,ABC123,360.0,Machine 2
2020-04-21,ABC123,540.0,Machine 2
2020-04-22,ABC123,540.0,Machine 2
2020-04-23,ABC123,540.0,Machine 2
2020-04-24,ABC123,480.0,Machine 2
2020-04-27,ABC123,360.0,Machine 2
2020-04-28,ABC123,540.0,Machine 2
2020-04-29,ABC123,540.0,Machine 2
2020-04-30,ABC123,540.0,Machine 2
2020-05-04,ABC123,360.0,Machine 2
2020-05-05,ABC123,540.0,Machine 2
2020-05-06,ABC123,540.0,Machine 2
2020-05-07,ABC123,540.0,Machine 2
2020-05-08,ABC123,480.0,Machine 2
2020-05-11,ABC123,360.0,Machine 2
