Forecast_Date,Customer,Product-ID,Forecast_Week,Forecast_Target_Date,Forecast_Value,Actual_Demand
2016-11-21,IT,ABC132,1,2016-11-28,0.0,0.0
2016-11-21,IT,ABC132,2,2016-12-05,0.0,0.0
2016-11-21,IT,ABC132,3,2016-12-12,0.0,0.0
2016-11-21,IT,ABC132,4,2016-12-19,0.0,0.0
2016-11-21,IT,ABC132,5,2016-12-26,6.0,0.0
2016-11-21,IT,ABC132,6,2017-01-02,6.0,0.0
2016-11-21,IT,ABC132,7,2017-01-09,6.0,0.0
2016-11-21,IT,ABC132,8,2017-01-16,6.0,0.0
2016-11-21,IT,ABC133,1,2016-11-28,0.0,0.0
2016-11-21,IT,ABC133,2,2016-12-05,0.0,0.0
2016-11-21,IT,ABC133,3,2016-12-12,0.0,0.0
2016-11-21,IT,ABC133,4,2016-12-19,0.0,0.0
2016-11-21,IT,ABC133,5,2016-12-26,0.75,0.0
2016-11-21,IT,ABC133,6,2017-01-02,0.75,0.0
2016-11-21,IT,ABC133,7,2017-01-09,0.75,0.0
2016-11-21,IT,ABC133,8,2017-01-16,0.75,0.0
2016-11-21,IT,ABC134,1,2016-11-28,0.0,28.0
2016-11-21,IT,ABC134,2,2016-12-05,0.0,0.0
2016-11-21,IT,ABC134,3,2016-12-12,0.0,0.0
2016-11-21,IT,ABC134,4,2016-12-19,28.0,0.0
2016-11-21,IT,ABC134,5,2016-12-26,2.25,0.0
2016-11-21,IT,ABC134,6,2017-01-02,2.25,0.0
2016-11-21,IT,ABC134,7,2017-01-09,2.25,0.0
2016-11-21,IT,ABC134,8,2017-01-16,2.25,0.0
2016-11-28,CN,ABC123,5,2017-01-02,0.0,168.0
2016-11-28,CN,ABC123,6,2017-01-09,0.0,252.0
2016-11-28,CN,ABC123,7,2017-01-16,0.0,196.0
2016-11-28,CN,ABC123,8,2017-01-23,0.0,196.0
2016-11-28,CN,ABC123,9,2017-01-30,0.0,252.0
2016-11-28,CN,ABC123,10,2017-02-06,0.0,224.0
2016-11-28,CN,ABC123,11,2017-02-13,0.0,280.0
2016-11-28,CN,ABC123,12,2017-02-20,0.0,588.0
2016-11-28,CN,ABC124,5,2017-01-02,0.0,0.0
2016-11-28,CN,ABC124,6,2017-01-09,0.0,476.0
2016-11-28,CN,ABC124,7,2017-01-16,0.0,84.0
2016-11-28,CN,ABC124,8,2017-01-23,0.0,364.0
2016-11-28,CN,ABC124,9,2017-01-30,0.0,448.0
2016-11-28,CN,ABC124,10,2017-02-06,0.0,364.0
2016-11-28,CN,ABC124,11,2017-02-13,0.0,308.0
2016-11-28,CN,ABC124,12,2017-02-20,0.0,1204.0
2016-11-28,CN,ABC125,5,2017-01-02,0.0,0.0
2016-11-28,CN,ABC125,6,2017-01-09,0.0,252.0
2016-11-28,CN,ABC125,7,2017-01-16,0.0,196.0
2016-11-28,CN,ABC125,8,2017-01-23,0.0,160.0
2016-11-28,CN,ABC125,9,2017-01-30,0.0,0.0
2016-11-28,CN,ABC125,10,2017-02-06,0.0,84.0
2016-11-28,CN,ABC125,11,2017-02-13,0.0,140.0
2016-11-28,CN,ABC125,12,2017-02-20,0.0,280.0
2016-11-28,CN,ABC127,5,2017-01-02,0.0,0.0
2016-11-28,CN,ABC127,6,2017-01-09,0.0,756.0
2016-11-28,CN,ABC127,7,2017-01-16,0.0,280.0
2016-11-28,CN,ABC127,8,2017-01-23,0.0,504.0
2016-11-28,CN,ABC127,9,2017-01-30,0.0,0.0
2016-11-28,CN,ABC127,10,2017-02-06,0.0,0.0
2016-11-28,CN,ABC127,11,2017-02-13,0.0,140.0
2016-11-28,CN,ABC127,12,2017-02-20,0.0,392.0
2016-11-28,CN,ABC132,5,2017-01-02,0.0,0.0
2016-11-28,CN,ABC132,6,2017-01-09,0.0,0.0
2016-11-28,CN,ABC132,7,2017-01-16,0.0,168.0
2016-11-28,CN,ABC132,8,2017-01-23,0.0,140.0
2016-11-28,CN,ABC132,9,2017-01-30,0.0,196.0
2016-11-28,CN,ABC132,10,2017-02-06,0.0,140.0
2016-11-28,CN,ABC132,11,2017-02-13,0.0,56.0
2016-11-28,CN,ABC132,12,2017-02-20,0.0,308.0
2016-11-28,CN,ABC133,5,2017-01-02,0.0,0.0
2016-11-28,CN,ABC133,6,2017-01-09,0.0,56.0
2016-11-28,CN,ABC133,7,2017-01-16,0.0,0.0
2016-11-28,CN,ABC133,8,2017-01-23,0.0,28.0
2016-11-28,CN,ABC133,9,2017-01-30,0.0,56.0
2016-11-28,CN,ABC133,10,2017-02-06,0.0,56.0
2016-11-28,CN,ABC133,11,2017-02-13,0.0,28.0
2016-11-28,CN,ABC133,12,2017-02-20,0.0,28.0
2016-11-28,CN,ABC134,5,2017-01-02,0.0,0.0
2016-11-28,CN,ABC134,6,2017-01-09,0.0,0.0
2016-11-28,CN,ABC134,7,2017-01-16,0.0,0.0
2016-11-28,CN,ABC134,8,2017-01-23,0.0,0.0
2016-11-28,CN,ABC134,9,2017-01-30,0.0,28.0
2016-11-28,CN,ABC134,10,2017-02-06,0.0,28.0
2016-11-28,CN,ABC134,11,2017-02-13,0.0,0.0
2016-11-28,CN,ABC134,12,2017-02-20,0.0,28.0
2016-11-28,IT,ABC123,1,2016-12-05,0.0,196.0
2016-11-28,IT,ABC123,2,2016-12-12,252.0,476.0
2016-11-28,IT,ABC123,3,2016-12-19,280.0,0.0
2016-11-28,IT,ABC123,4,2016-12-26,252.0,0.0
2016-11-28,IT,ABC123,5,2017-01-02,322.5,336.0
2016-11-28,IT,ABC123,6,2017-01-09,322.5,504.0
2016-11-28,IT,ABC123,7,2017-01-16,322.5,224.0
2016-11-28,IT,ABC123,8,2017-01-23,322.5,532.0
2016-11-28,IT,ABC127,1,2016-12-05,476.0,672.0
2016-11-28,IT,ABC127,2,2016-12-12,420.0,252.0
2016-11-28,IT,ABC127,3,2016-12-19,280.0,0.0
2016-11-28,IT,ABC127,4,2016-12-26,252.0,0.0
2016-11-28,IT,ABC127,5,2017-01-02,275.25,168.0
2016-11-28,IT,ABC127,6,2017-01-09,275.25,112.0
2016-11-28,IT,ABC127,7,2017-01-16,275.25,476.0
2016-11-28,IT,ABC127,8,2017-01-23,275.25,392.0
2016-11-28,IT,ABC129,1,2016-12-05,0.0,0.0
2016-11-28,IT,ABC129,2,2016-12-12,0.0,0.0
2016-11-28,IT,ABC129,3,2016-12-19,0.0,0.0
2016-11-28,IT,ABC129,4,2016-12-26,0.0,0.0
2016-11-28,IT,ABC129,5,2017-01-02,0.0,0.0
2016-11-28,IT,ABC129,6,2017-01-09,0.0,0.0
2016-11-28,IT,ABC129,7,2017-01-16,0.0,0.0
2016-11-28,IT,ABC129,8,2017-01-23,0.0,0.0
2016-11-28,IT,ABC130,1,2016-12-05,0.0,0.0
2016-11-28,IT,ABC130,2,2016-12-12,0.0,0.0
2016-11-28,IT,ABC130,3,2016-12-19,0.0,0.0
2016-11-28,IT,ABC130,4,2016-12-26,0.0,0.0
2016-11-28,IT,ABC130,5,2017-01-02,1.5,0.0
2016-11-28,IT,ABC130,6,2017-01-09,1.5,0.0
2016-11-28,IT,ABC130,7,2017-01-16,1.5,0.0
2016-11-28,IT,ABC130,8,2017-01-23,1.5,0.0
2016-11-28,IT,ABC131,1,2016-12-05,0.0,0.0
2016-11-28,IT,ABC131,2,2016-12-12,0.0,0.0
2016-11-28,IT,ABC131,3,2016-12-19,0.0,0.0
2016-11-28,IT,ABC131,4,2016-12-26,0.0,0.0
2016-11-28,IT,ABC131,5,2017-01-02,0.75,28.0
2016-11-28,IT,ABC131,6,2017-01-09,0.75,0.0
2016-11-28,IT,ABC131,7,2017-01-16,0.75,0.0
2016-11-28,IT,ABC131,8,2017-01-23,0.75,0.0
2016-11-28,IT,ABC132,1,2016-12-05,0.0,0.0
2016-11-28,IT,ABC132,2,2016-12-12,0.0,0.0
2016-11-28,IT,ABC132,3,2016-12-19,0.0,0.0
2016-11-28,IT,ABC132,4,2016-12-26,28.0,0.0
2016-11-28,IT,ABC132,5,2017-01-02,6.0,0.0
2016-11-28,IT,ABC132,6,2017-01-09,6.0,0.0
2016-11-28,IT,ABC132,7,2017-01-16,6.0,0.0
2016-11-28,IT,ABC132,8,2017-01-23,6.0,0.0
2016-11-28,IT,ABC133,1,2016-12-05,0.0,0.0
2016-11-28,IT,ABC133,2,2016-12-12,0.0,0.0
2016-11-28,IT,ABC133,3,2016-12-19,0.0,0.0
2016-11-28,IT,ABC133,4,2016-12-26,0.0,0.0
2016-11-28,IT,ABC133,5,2017-01-02,0.75,0.0
2016-11-28,IT,ABC133,6,2017-01-09,0.75,0.0
2016-11-28,IT,ABC133,7,2017-01-16,0.75,0.0
2016-11-28,IT,ABC133,8,2017-01-23,0.75,0.0
2016-11-28,IT,ABC134,1,2016-12-05,0.0,0.0
2016-11-28,IT,ABC134,2,2016-12-12,0.0,0.0
2016-11-28,IT,ABC134,3,2016-12-19,0.0,0.0
2016-11-28,IT,ABC134,4,2016-12-26,0.0,0.0
2016-11-28,IT,ABC134,5,2017-01-02,2.25,0.0
2016-11-28,IT,ABC134,6,2017-01-09,2.25,0.0
2016-11-28,IT,ABC134,7,2017-01-16,2.25,0.0
2016-11-28,IT,ABC134,8,2017-01-23,2.25,0.0
2016-12-05,IT,ABC123,1,2016-12-12,56.0,476.0
2016-12-05,IT,ABC123,2,2016-12-19,196.0,0.0
2016-12-05,IT,ABC123,3,2016-12-26,364.0,0.0
2016-12-05,IT,ABC123,4,2017-01-02,280.0,336.0
2016-12-05,IT,ABC123,5,2017-01-09,322.5,504.0
2016-12-05,IT,ABC123,6,2017-01-16,322.5,224.0
2016-12-05,IT,ABC123,7,2017-01-23,322.5,532.0
2016-12-05,IT,ABC123,8,2017-01-30,322.5,476.0
2016-12-05,IT,ABC127,1,2016-12-12,448.0,252.0
2016-12-05,IT,ABC127,2,2016-12-19,140.0,0.0
2016-12-05,IT,ABC127,3,2016-12-26,140.0,0.0
2016-12-05,IT,ABC127,4,2017-01-02,252.0,168.0
2016-12-05,IT,ABC127,5,2017-01-09,275.25,112.0
2016-12-05,IT,ABC127,6,2017-01-16,275.25,476.0
2016-12-05,IT,ABC127,7,2017-01-23,275.25,392.0
2016-12-05,IT,ABC127,8,2017-01-30,275.25,420.0
2016-12-05,IT,ABC129,1,2016-12-12,0.0,0.0
2016-12-05,IT,ABC129,2,2016-12-19,0.0,0.0
2016-12-05,IT,ABC129,3,2016-12-26,28.0,0.0
2016-12-05,IT,ABC129,4,2017-01-02,0.0,0.0
2016-12-05,IT,ABC129,5,2017-01-09,0.0,0.0
2016-12-05,IT,ABC129,6,2017-01-16,0.0,0.0
2016-12-05,IT,ABC129,7,2017-01-23,0.0,0.0
2016-12-05,IT,ABC129,8,2017-01-30,0.0,0.0
2016-12-05,IT,ABC130,1,2016-12-12,0.0,0.0
2016-12-05,IT,ABC130,2,2016-12-19,0.0,0.0
2016-12-05,IT,ABC130,3,2016-12-26,0.0,0.0
2016-12-05,IT,ABC130,4,2017-01-02,0.0,0.0
2016-12-05,IT,ABC130,5,2017-01-09,1.5,0.0
2016-12-05,IT,ABC130,6,2017-01-16,1.5,0.0
2016-12-05,IT,ABC130,7,2017-01-23,1.5,0.0
2016-12-05,IT,ABC130,8,2017-01-30,1.5,0.0
2016-12-05,IT,ABC131,1,2016-12-12,0.0,0.0
2016-12-05,IT,ABC131,2,2016-12-19,0.0,0.0
2016-12-05,IT,ABC131,3,2016-12-26,0.0,0.0
2016-12-05,IT,ABC131,4,2017-01-02,0.0,28.0
2016-12-05,IT,ABC131,5,2017-01-09,0.75,0.0
2016-12-05,IT,ABC131,6,2017-01-16,0.75,0.0
2016-12-05,IT,ABC131,7,2017-01-23,0.75,0.0
2016-12-05,IT,ABC131,8,2017-01-30,0.75,28.0
2016-12-05,IT,ABC132,1,2016-12-12,0.0,0.0
2016-12-05,IT,ABC132,2,2016-12-19,0.0,0.0
2016-12-05,IT,ABC132,3,2016-12-26,0.0,0.0
2016-12-05,IT,ABC132,4,2017-01-02,28.0,0.0
2016-12-05,IT,ABC132,5,2017-01-09,6.0,0.0
2016-12-05,IT,ABC132,6,2017-01-16,6.0,0.0
2016-12-05,IT,ABC132,7,2017-01-23,6.0,0.0
2016-12-05,IT,ABC132,8,2017-01-30,6.0,0.0
2016-12-05,IT,ABC133,1,2016-12-12,0.0,0.0
2016-12-05,IT,ABC133,2,2016-12-19,0.0,0.0
2016-12-05,IT,ABC133,3,2016-12-26,0.0,0.0
2016-12-05,IT,ABC133,4,2017-01-02,0.0,0.0
2016-12-05,IT,ABC133,5,2017-01-09,0.75,0.0
2016-12-05,IT,ABC133,6,2017-01-16,0.75,0.0
2016-12-05,IT,ABC133,7,2017-01-23,0.75,0.0
2016-12-05,IT,ABC133,8,2017-01-30,0.75,0.0
2016-12-05,IT,ABC134,1,2016-12-12,0.0,0.0
2016-12-05,IT,ABC134,2,2016-12-19,0.0,0.0
2016-12-05,IT,ABC134,3,2016-12-26,0.0,0.0
2016-12-05,IT,ABC134,4,2017-01-02,0.0,0.0
2016-12-05,IT,ABC134,5,2017-01-09,2.25,0.0
2016-12-05,IT,ABC134,6,2017-01-16,2.25,0.0
2016-12-05,IT,ABC134,7,2017-01-23,2.25,0.0
2016-12-05,IT,ABC134,8,2017-01-30,2.25,28.0
2016-12-12,IT,ABC123,1,2016-12-19,280.0,0.0
2016-12-12,IT,ABC123,2,2016-12-26,168.0,0.0
2016-12-12,IT,ABC123,3,2017-01-02,280.0,336.0
2016-12-12,IT,ABC123,4,2017-01-09,560.0,504.0
2016-12-12,IT,ABC123,5,2017-01-16,381.25,224.0
2016-12-12,IT,ABC123,6,2017-01-23,381.25,532.0
2016-12-12,IT,ABC123,7,2017-01-30,381.25,476.0
2016-12-12,IT,ABC123,8,2017-02-06,381.25,784.0
2016-12-12,IT,ABC127,1,2016-12-19,196.0,0.0
2016-12-12,IT,ABC127,2,2016-12-26,168.0,0.0
2016-12-12,IT,ABC127,3,2017-01-02,252.0,168.0
2016-12-12,IT,ABC127,4,2017-01-09,280.0,112.0
2016-12-12,IT,ABC127,5,2017-01-16,339.0,476.0
2016-12-12,IT,ABC127,6,2017-01-23,339.0,392.0
2016-12-12,IT,ABC127,7,2017-01-30,339.0,420.0
2016-12-12,IT,ABC127,8,2017-02-06,339.0,196.0
2016-12-12,IT,ABC129,1,2016-12-19,0.0,0.0
2016-12-12,IT,ABC129,2,2016-12-26,0.0,0.0
2016-12-12,IT,ABC129,3,2017-01-02,0.0,0.0
2016-12-12,IT,ABC129,4,2017-01-09,0.0,0.0
2016-12-12,IT,ABC129,5,2017-01-16,1.0,0.0
2016-12-12,IT,ABC129,6,2017-01-23,1.0,0.0
2016-12-12,IT,ABC129,7,2017-01-30,1.0,0.0
2016-12-12,IT,ABC129,8,2017-02-06,1.0,28.0
2016-12-12,IT,ABC130,1,2016-12-19,0.0,0.0
2016-12-12,IT,ABC130,2,2016-12-26,0.0,0.0
2016-12-12,IT,ABC130,3,2017-01-02,0.0,0.0
2016-12-12,IT,ABC130,4,2017-01-09,0.0,0.0
2016-12-12,IT,ABC130,5,2017-01-16,1.75,0.0
2016-12-12,IT,ABC130,6,2017-01-23,1.75,0.0
2016-12-12,IT,ABC130,7,2017-01-30,1.75,0.0
2016-12-12,IT,ABC130,8,2017-02-06,1.75,0.0
2016-12-12,IT,ABC131,1,2016-12-19,0.0,0.0
2016-12-12,IT,ABC131,2,2016-12-26,0.0,0.0
2016-12-12,IT,ABC131,3,2017-01-02,0.0,28.0
2016-12-12,IT,ABC131,4,2017-01-09,0.0,0.0
2016-12-12,IT,ABC131,5,2017-01-16,1.75,0.0
2016-12-12,IT,ABC131,6,2017-01-23,1.75,0.0
2016-12-12,IT,ABC131,7,2017-01-30,1.75,28.0
2016-12-12,IT,ABC131,8,2017-02-06,1.75,28.0
2016-12-12,IT,ABC132,1,2016-12-19,0.0,0.0
2016-12-12,IT,ABC132,2,2016-12-26,0.0,0.0
2016-12-12,IT,ABC132,3,2017-01-02,0.0,0.0
2016-12-12,IT,ABC132,4,2017-01-09,28.0,0.0
2016-12-12,IT,ABC132,5,2017-01-16,7.75,0.0
2016-12-12,IT,ABC132,6,2017-01-23,7.75,0.0
2016-12-12,IT,ABC132,7,2017-01-30,7.75,0.0
2016-12-12,IT,ABC132,8,2017-02-06,7.75,0.0
2016-12-12,IT,ABC133,1,2016-12-19,0.0,0.0
2016-12-12,IT,ABC133,2,2016-12-26,0.0,0.0
2016-12-12,IT,ABC133,3,2017-01-02,0.0,0.0
2016-12-12,IT,ABC133,4,2017-01-09,0.0,0.0
2016-12-12,IT,ABC133,5,2017-01-16,1.5,0.0
2016-12-12,IT,ABC133,6,2017-01-23,1.5,0.0
2016-12-12,IT,ABC133,7,2017-01-30,1.5,0.0
2016-12-12,IT,ABC133,8,2017-02-06,1.5,0.0
2016-12-12,IT,ABC134,1,2016-12-19,0.0,0.0
2016-12-12,IT,ABC134,2,2016-12-26,0.0,0.0
2016-12-12,IT,ABC134,3,2017-01-02,0.0,0.0
2016-12-12,IT,ABC134,4,2017-01-09,0.0,0.0
2016-12-12,IT,ABC134,5,2017-01-16,9.25,0.0
2016-12-12,IT,ABC134,6,2017-01-23,9.25,0.0
2016-12-12,IT,ABC134,7,2017-01-30,9.25,28.0
2016-12-12,IT,ABC134,8,2017-02-06,9.25,0.0
2016-12-19,CN,ABC123,1,2016-12-26,196,0.0
2016-12-19,CN,ABC123,2,2017-01-02,224,168.0
2016-12-19,CN,ABC123,3,2017-01-09,224,252.0
2016-12-19,CN,ABC123,4,2017-01-16,252,196.0
2016-12-19,CN,ABC123,5,2017-01-23,238.0,196.0
2016-12-19,CN,ABC123,6,2017-01-30,238.0,252.0
2016-12-19,CN,ABC123,7,2017-02-06,238.0,224.0
2016-12-19,CN,ABC123,8,2017-02-13,238.0,280.0
2016-12-19,CN,ABC123,9,2017-02-20,210.0,588.0
2016-12-19,CN,ABC123,10,2017-02-27,210.0,0.0
2016-12-19,CN,ABC123,11,2017-03-06,210.0,392.0
2016-12-19,CN,ABC123,12,2017-03-13,210.0,532.0
2016-12-19,CN,ABC124,1,2016-12-26,144,0.0
2016-12-19,CN,ABC124,2,2017-01-02,144,0.0
2016-12-19,CN,ABC124,3,2017-01-09,144,476.0
2016-12-19,CN,ABC124,4,2017-01-16,224,84.0
2016-12-19,CN,ABC124,5,2017-01-23,203.0,364.0
2016-12-19,CN,ABC124,6,2017-01-30,203.0,448.0
2016-12-19,CN,ABC124,7,2017-02-06,203.0,364.0
2016-12-19,CN,ABC124,8,2017-02-13,203.0,308.0
2016-12-19,CN,ABC124,9,2017-02-20,182.0,1204.0
2016-12-19,CN,ABC124,10,2017-02-27,182.0,0.0
2016-12-19,CN,ABC124,11,2017-03-06,182.0,560.0
2016-12-19,CN,ABC124,12,2017-03-13,182.0,392.0
2016-12-19,CN,ABC125,1,2016-12-26,144,0.0
2016-12-19,CN,ABC125,2,2017-01-02,144,0.0
2016-12-19,CN,ABC125,3,2017-01-09,112,252.0
2016-12-19,CN,ABC125,4,2017-01-16,144,196.0
2016-12-19,CN,ABC125,5,2017-01-23,128.0,160.0
2016-12-19,CN,ABC125,6,2017-01-30,128.0,0.0
2016-12-19,CN,ABC125,7,2017-02-06,128.0,84.0
2016-12-19,CN,ABC125,8,2017-02-13,128.0,140.0
2016-12-19,CN,ABC125,9,2017-02-20,108.0,280.0
2016-12-19,CN,ABC125,10,2017-02-27,108.0,0.0
2016-12-19,CN,ABC125,11,2017-03-06,108.0,168.0
2016-12-19,CN,ABC125,12,2017-03-13,108.0,0.0
2016-12-19,CN,ABC127,1,2016-12-26,280,0.0
2016-12-19,CN,ABC127,2,2017-01-02,280,0.0
2016-12-19,CN,ABC127,3,2017-01-09,280,756.0
2016-12-19,CN,ABC127,4,2017-01-16,252,280.0
2016-12-19,CN,ABC127,5,2017-01-23,238.0,504.0
2016-12-19,CN,ABC127,6,2017-01-30,238.0,0.0
2016-12-19,CN,ABC127,7,2017-02-06,238.0,0.0
2016-12-19,CN,ABC127,8,2017-02-13,238.0,140.0
2016-12-19,CN,ABC127,9,2017-02-20,217.0,392.0
2016-12-19,CN,ABC127,10,2017-02-27,217.0,0.0
2016-12-19,CN,ABC127,11,2017-03-06,217.0,392.0
2016-12-19,CN,ABC127,12,2017-03-13,217.0,168.0
2016-12-19,CN,ABC132,1,2016-12-26,0,0.0
2016-12-19,CN,ABC132,2,2017-01-02,56,0.0
2016-12-19,CN,ABC132,3,2017-01-09,84,0.0
2016-12-19,CN,ABC132,4,2017-01-16,56,168.0
2016-12-19,CN,ABC132,5,2017-01-23,70.0,140.0
2016-12-19,CN,ABC132,6,2017-01-30,70.0,196.0
2016-12-19,CN,ABC132,7,2017-02-06,70.0,140.0
2016-12-19,CN,ABC132,8,2017-02-13,70.0,56.0
2016-12-19,CN,ABC132,9,2017-02-20,63.0,308.0
2016-12-19,CN,ABC132,10,2017-02-27,63.0,0.0
2016-12-19,CN,ABC132,11,2017-03-06,63.0,0.0
2016-12-19,CN,ABC132,12,2017-03-13,63.0,56.0
2016-12-19,CN,ABC133,1,2016-12-26,28,0.0
2016-12-19,CN,ABC133,2,2017-01-02,28,0.0
2016-12-19,CN,ABC133,3,2017-01-09,28,56.0
2016-12-19,CN,ABC133,4,2017-01-16,28,0.0
2016-12-19,CN,ABC133,5,2017-01-23,21.0,28.0
2016-12-19,CN,ABC133,6,2017-01-30,21.0,56.0
2016-12-19,CN,ABC133,7,2017-02-06,21.0,56.0
2016-12-19,CN,ABC133,8,2017-02-13,21.0,28.0
2016-12-19,CN,ABC133,9,2017-02-20,14.0,28.0
2016-12-19,CN,ABC133,10,2017-02-27,14.0,0.0
2016-12-19,CN,ABC133,11,2017-03-06,14.0,56.0
2016-12-19,CN,ABC133,12,2017-03-13,14.0,0.0
2016-12-19,CN,ABC134,1,2016-12-26,0,0.0
2016-12-19,CN,ABC134,2,2017-01-02,0,0.0
2016-12-19,CN,ABC134,3,2017-01-09,0,0.0
2016-12-19,CN,ABC134,4,2017-01-16,0,0.0
2016-12-19,CN,ABC134,5,2017-01-23,0.0,0.0
2016-12-19,CN,ABC134,6,2017-01-30,0.0,28.0
2016-12-19,CN,ABC134,7,2017-02-06,0.0,28.0
2016-12-19,CN,ABC134,8,2017-02-13,0.0,0.0
2016-12-19,CN,ABC134,9,2017-02-20,0.0,28.0
2016-12-19,CN,ABC134,10,2017-02-27,0.0,0.0
2016-12-19,CN,ABC134,11,2017-03-06,0.0,28.0
2016-12-19,CN,ABC134,12,2017-03-13,0.0,0.0
2017-01-09,IT,ABC123,1,2017-01-16,84.0,224.0
2017-01-09,IT,ABC123,2,2017-01-23,560.0,532.0
2017-01-09,IT,ABC123,3,2017-01-30,700.0,476.0
2017-01-09,IT,ABC123,4,2017-02-06,364.0,784.0
2017-01-09,IT,ABC123,5,2017-02-13,381.25,476.0
2017-01-09,IT,ABC123,6,2017-02-20,381.25,588.0
2017-01-09,IT,ABC123,7,2017-02-27,381.25,644.0
2017-01-09,IT,ABC123,8,2017-03-06,381.25,140.0
2017-01-09,IT,ABC127,1,2017-01-16,112.0,476.0
2017-01-09,IT,ABC127,2,2017-01-23,224.0,392.0
2017-01-09,IT,ABC127,3,2017-01-30,252.0,420.0
2017-01-09,IT,ABC127,4,2017-02-06,336.0,196.0
2017-01-09,IT,ABC127,5,2017-02-13,339.0,280.0
2017-01-09,IT,ABC127,6,2017-02-20,339.0,392.0
2017-01-09,IT,ABC127,7,2017-02-27,339.0,84.0
2017-01-09,IT,ABC127,8,2017-03-06,339.0,140.0
2017-01-09,IT,ABC129,1,2017-01-16,0.0,0.0
2017-01-09,IT,ABC129,2,2017-01-23,0.0,0.0
2017-01-09,IT,ABC129,3,2017-01-30,0.0,0.0
2017-01-09,IT,ABC129,4,2017-02-06,0.0,28.0
2017-01-09,IT,ABC129,5,2017-02-13,1.0,0.0
2017-01-09,IT,ABC129,6,2017-02-20,1.0,0.0
2017-01-09,IT,ABC129,7,2017-02-27,1.0,0.0
2017-01-09,IT,ABC129,8,2017-03-06,1.0,0.0
2017-01-09,IT,ABC130,1,2017-01-16,0.0,0.0
2017-01-09,IT,ABC130,2,2017-01-23,0.0,0.0
2017-01-09,IT,ABC130,3,2017-01-30,0.0,0.0
2017-01-09,IT,ABC130,4,2017-02-06,0.0,0.0
2017-01-09,IT,ABC130,5,2017-02-13,1.75,28.0
2017-01-09,IT,ABC130,6,2017-02-20,1.75,0.0
2017-01-09,IT,ABC130,7,2017-02-27,1.75,0.0
2017-01-09,IT,ABC130,8,2017-03-06,1.75,0.0
2017-01-09,IT,ABC131,1,2017-01-16,0.0,0.0
2017-01-09,IT,ABC131,2,2017-01-23,0.0,0.0
2017-01-09,IT,ABC131,3,2017-01-30,0.0,28.0
2017-01-09,IT,ABC131,4,2017-02-06,0.0,28.0
2017-01-09,IT,ABC131,5,2017-02-13,1.75,28.0
2017-01-09,IT,ABC131,6,2017-02-20,1.75,28.0
2017-01-09,IT,ABC131,7,2017-02-27,1.75,140.0
2017-01-09,IT,ABC131,8,2017-03-06,1.75,0.0
2017-01-09,IT,ABC132,1,2017-01-16,0.0,0.0
2017-01-09,IT,ABC132,2,2017-01-23,0.0,0.0
2017-01-09,IT,ABC132,3,2017-01-30,0.0,0.0
2017-01-09,IT,ABC132,4,2017-02-06,28.0,0.0
2017-01-09,IT,ABC132,5,2017-02-13,7.75,0.0
2017-01-09,IT,ABC132,6,2017-02-20,7.75,0.0
2017-01-09,IT,ABC132,7,2017-02-27,7.75,112.0
2017-01-09,IT,ABC132,8,2017-03-06,7.75,0.0
2017-01-09,IT,ABC133,1,2017-01-16,0.0,0.0
2017-01-09,IT,ABC133,2,2017-01-23,0.0,0.0
2017-01-09,IT,ABC133,3,2017-01-30,0.0,0.0
2017-01-09,IT,ABC133,4,2017-02-06,0.0,0.0
2017-01-09,IT,ABC133,5,2017-02-13,1.5,0.0
2017-01-09,IT,ABC133,6,2017-02-20,1.5,0.0
2017-01-09,IT,ABC133,7,2017-02-27,1.5,56.0
2017-01-09,IT,ABC133,8,2017-03-06,1.5,0.0
2017-01-09,IT,ABC134,1,2017-01-16,0.0,0.0
2017-01-09,IT,ABC134,2,2017-01-23,28.0,0.0
2017-01-09,IT,ABC134,3,2017-01-30,0.0,28.0
2017-01-09,IT,ABC134,4,2017-02-06,0.0,0.0
2017-01-09,IT,ABC134,5,2017-02-13,9.25,0.0
2017-01-09,IT,ABC134,6,2017-02-20,9.25,0.0
2017-01-09,IT,ABC134,7,2017-02-27,9.25,28.0
2017-01-09,IT,ABC134,8,2017-03-06,9.25,0.0
2017-01-16,CN,ABC123,1,2017-01-23,224,196.0
2017-01-16,CN,ABC123,2,2017-01-30,196,252.0
2017-01-16,CN,ABC123,3,2017-02-06,224,224.0
2017-01-16,CN,ABC123,4,2017-02-13,252,280.0
2017-01-16,CN,ABC123,5,2017-02-20,308.0,588.0
2017-01-16,CN,ABC123,6,2017-02-27,308.0,0.0
2017-01-16,CN,ABC123,7,2017-03-06,308.0,392.0
2017-01-16,CN,ABC123,8,2017-03-13,308.0,532.0
2017-01-16,CN,ABC123,9,2017-03-20,231.0,364.0
2017-01-16,CN,ABC123,10,2017-03-27,231.0,1260.0
2017-01-16,CN,ABC123,11,2017-04-03,231.0,364.0
2017-01-16,CN,ABC123,12,2017-04-10,231.0,644.0
2017-01-16,CN,ABC124,1,2017-01-23,196,364.0
2017-01-16,CN,ABC124,2,2017-01-30,196,448.0
2017-01-16,CN,ABC124,3,2017-02-06,196,364.0
2017-01-16,CN,ABC124,4,2017-02-13,252,308.0
2017-01-16,CN,ABC124,5,2017-02-20,252.0,1204.0
